,id,first_air_date,name,overview,popularity,vote_average,vote_count
516,34899,2011-01-06,Magnificent Century,"At the age of 26, when his reign began, Sultan Süleyman sought to build an empire more powerful than Alexander the Great and to render the Ottomans invincible. Throughout his 46-year reign, his fame as the greatest warrior and ruler of his age spreads both to the East and West.  With his companion Pargalı İbrahim, Süleyman achieves great victories, and makes his name known in the Muslim World. Süleyman called İbrahim his brother, friend and advisor. The television series shows Süleyman's consolidation of his power: Pargalı İbrahim being grand minister of state, reinforcing the rule of law throughout the empire, meeting foreign diplomats, and preparing for military campaigns, all set against the backdrop of the tension between Christian Europe and the Ottoman Empire.",106.225,8.1,759
517,99080,2020-07-11,Peter Grill and the Philosopher's Time,"Upon winning a fighting tournament and being crowned the world’s strongest warrior, Peter Grill discovers a downside to his newfound fame. Women of all species, from ogres to elves, are scrambling over each other for his seed to ensure they have the strongest babies possible. Poor Peter just wants to settle down with his lovey dovey fiancée, but he’ll have to outmatch, outwit, and outrun a harem of very determined monster girls to do so!",53.58,8.1,201
518,958,1996-04-22,Beast Wars: Transformers,"Two spaceships, one manned by benevolent Maximals, the other by evil Predacons, crash-land on a pre-humanoid planet while en route to Earth. Their crews assume indigenous animal forms to protect themselves from an overabundance of natural energy, transforming into robots to do battle. Thus, the Beast Wars have begun...",19.495,8.1,265
519,72844,2018-10-12,The Haunting of Hill House,"The Crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.",29.495,8.1,1849
520,74577,2017-10-24,The End of the F***ing World,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a darkly comedic road trip in search of her real father.",31.494,8.1,2666
521,2490,2006-02-03,The IT Crowd,"Two I.T. nerds and their clueless female manager, who work in the basement of a very successful company. When they are called on for help, they are never treated with any respect at all.",34.464,8.1,1103
522,60573,2014-04-06,Silicon Valley,"In the high-tech gold rush of modern Silicon Valley, the people most qualified to succeed are the least capable of handling success. Partially inspired by Mike Judge’s own experiences as a Silicon Valley engineer in the late ‘80s, Silicon Valley is an American sitcom that centers around six programmers who are living together and trying to make it big in the Silicon Valley.",54.529,8.1,1323
523,1618,2001-11-17,Justice League,"The long-awaited rebirth of the greatest superhero team of all time: Batman, Superman, The Flash, Wonder Woman, Hawkgirl, Green Lantern and Martian Manhunter.",22.948,8.1,349
524,71790,2017-11-02,S.W.A.T.,A locally born and bred S.W.A.T. lieutenant is torn between loyalty to the streets and duty to his fellow officers when he's tasked to run a highly-trained unit that's the last stop for solving crimes in Los Angeles.,191.665,8.1,1149
525,1719,1994-10-24,Gargoyles,"In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle. In present day, David Xanatos buys the castle and moves it to New York City. When the castle is attacked the gargoyles are awakened from a 1000 year curse.",31.409,8.1,352
526,64163,2015-01-07,The Testament of Sister New Devil,"Toujou Basara is a high school student whose father has suddenly just remarried. His father then departs overseas leaving Basara with two new beautiful step-sisters. Little does he know, his new sisters, Mio and Maria are actually the new Demon Lord and a succubus!? Almost trapped into a life of servitude, Basara forms a reverse contract by accident and ends up becoming Mio's master! Hijinks ensue as Basara finds himself in one ecchi situation after another. However, Mio's life is in danger as she is pursued by demons and heroes!",48.853,8.1,281
527,12406,2006-07-01,Powerpuff Girls Z,"Professor Utonium and his son Ken are studying the strange Chemical X. When a mochi cake falls into the formula, it changes into Chemical Z. Ken fires a ray of Chemical Z at a glacier in Tokyo Bay, however that causes strange lights to scatter, some of them aim at three normal girls, Momoko, Miyako, and Kaoru. This gives them the power to transform into superheroes, the Powerpuff Girls Z!",12.299,8.1,205
528,87689,2020-07-02,Warrior Nun,"After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo-Bearer for a secret sect of demon-hunting nuns.",39.997,8.1,1067
529,15621,2012-06-24,The Newsroom,"A behind-the-scenes look at the people who make a nightly cable-news program. Focusing on a network anchor, his new executive producer, the newsroom staff and their boss, the series tracks their quixotic mission to do the news well in the face of corporate and commercial obstacles-not to mention their own personal entanglements.",24.883,8.1,484
530,1402,2010-10-31,The Walking Dead,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,238.749,8.1,14936
531,129600,2021-09-30,Baki Hanma,"To gain the skills he needs to surpass his powerful father, Baki enters Arizona State Prison to take on the notorious inmate known as Mr. Unchained.",66.909,8.1,322
532,59375,2013-07-19,Liv and Maddie,"The exploits of identical twins Liv, a former television star back home in Wisconsin and in the process of adding movie star to her credits, as well as beginning to focus on her music career, and Maddie, an outstanding student and basketball phenomenon recovering from an injured knee. The series centers on the unbreakable bond the twins share though they have wildly different personalities. To complicate their teenage lives, both parents work at their high school and their younger brothers are always stirring up trouble.",31.822,8.1,347
533,84503,2020-07-09,Close Enough,"A surreal take on transitioning from 20-something to 30-something centering on a married couple juggling such everyday challenges as parenthood, friendship, ham theft, stripper clowns and choosing the right day care.",36.073,8.1,286
534,76231,2018-09-04,Mayans M.C.,"Set in the aftermath of Jax Teller’s death, Ezekiel ""EZ"" Reyes is fresh out of prison and a prospect in the Mayans M.C. charter on the Cali/Mexi border. Now, EZ must carve out his new identity in a town where he was once the golden boy with the American Dream in his grasp.",61.933,8.1,622
535,11721,2006-01-23,La Fea Más Bella,"La Fea Más Bella is a Mexican telenovela produced by Televisa. It is the second Mexican version of the popular Colombian telenovela: Betty la fea. La Fea más Bella stars popular actress/singer/comedian Angélica Vale and actor/singer Jaime Camil, with one of the most diverse and popular supporting casts ever assembled in Mexico, including Angélica María, José José, Sergio Mayer, Elizabeth Álvarez, Patricia Navidad and many others.

Univision broadcast 2 hour episodes of La Fea Más Bella from September 13, 2010 to April 15, 2011 La Fea Más Bella also won the TV y Novelas award for best telenovela of the year. In 2009 it was dubbed into Arabic and aired on MTV Lebanon as Letty instead of La Fea Más Bella.

""The Best Telenovela of the Year 2007"".",57.867,8.1,557
536,38974,2011-09-30,Jessie,"An idealistic teen from rural Texas embarks on the adventure of a lifetime when she decides to leave behind starry nights for big city lights. Thrilled to be on her own and determined not to be intimidated by New York City, she accepts a job as nanny for a high-profile couple with four kids. Helping to keep her moral compass in check are Bertram, the family's butler, and Tony, the building's 20-year-old doorman.",69.95,8.1,582
